0;4.02184e-10
1;4.51449e-10
2;3.02101e-10
3;3.33956e-10
4;4.9089e-10
5;3.37125e-10
6;1.60276e-10
7;6.00938e-10
8;4.53229e-10
9;4.97791e-10
10;4.56607e-10
11;5.92068e-10
12;1.53561e-10
13;1.54027e-10
14;5.43599e-10
15;4.98553e-10
16;3.9274e-10
17;1.17985e-10
18;1.59323e-10
19;1.55047e-10
20;1.47604e-10
21;8.079e-10
22;4.95346e-10
23;5.37571e-10
24;6.52916e-10
